Entity,Code,Year,Median
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2019,6.800000190734863
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2020,6.599999904632568
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2021,6.650000095367432
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2022,6.849999904632568
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2023,6.849999904632568
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2024,6.900000095367432
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2025,6.949999809265137
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2026,7
Moldova,MDA,1997,5.189075469970703
Moldova,MDA,1998,4.118546962738037
Moldova,MDA,1999,3.3138132095336914
Moldova,MDA,2000,3.433415651321411
Moldova,MDA,2001,3.9792497158050537
Moldova,MDA,2002,5.095847129821777
Moldova,MDA,2003,6.033022880554199
Moldova,MDA,2004,6.0419535636901855
Moldova,MDA,2005,5.362889289855957
Moldova,MDA,2006,9.290075302124023
Moldova,MDA,2007,10.628486633300781
Moldova,MDA,2008,10.255934715270996
Moldova,MDA,2009,10.500923156738281
Moldova,MDA,2010,10.753252029418945
Moldova,MDA,2011,11.222936630249023
Moldova,MDA,2012,11.131028175354004
Moldova,MDA,2013,11.96715259552002
Moldova,MDA,2014,11.741629600524902
Moldova,MDA,2015,12.177399635314941
Moldova,MDA,2016,11.806984901428223
Moldova,MDA,2017,11.946552276611328
Moldova,MDA,2018,12.344897270202637
Moldova,MDA,2019,12.487062454223633
Moldova,MDA,2020,12.115601539611816
Moldova,MDA,2021,12.598001480102539
Moldova,MDA,2022,11.639595985412598
Moldova,MDA,2023,11.648089408874512
Mongolia,MNG,1995,4.8770060539245605
Mongolia,MNG,1998,3.455599069595337
Mongolia,MNG,2002,5.115140914916992
Mongolia,MNG,2007,7.909327030181885
Mongolia,MNG,2010,8.09919261932373
Mongolia,MNG,2011,8.718194961547852
Mongolia,MNG,2012,10.189629554748535
Mongolia,MNG,2014,10.833535194396973
Mongolia,MNG,2016,8.975107192993164
Mongolia,MNG,2018,9.428033828735352
Mongolia,MNG,2022,12.0282621383667
Montenegro,MNE,2012,13.375251770019531
Montenegro,MNE,2013,13.685501098632812
Montenegro,MNE,2014,14.346628189086914
Montenegro,MNE,2015,14.489055633544922
Montenegro,MNE,2016,15.878523826599121
Montenegro,MNE,2017,16.224079132080078
Montenegro,MNE,2018,15.968631744384766
Montenegro,MNE,2019,16.392751693725586
Montenegro,MNE,2020,16.04975700378418
Montenegro,MNE,2021,17.77813720703125
Morocco,MAR,1984,4.825667858123779
Morocco,MAR,1990,6.362290859222412
Morocco,MAR,1998,5.391024589538574
Morocco,MAR,2000,5.383824825286865
Morocco,MAR,2006,6.514920711517334
Morocco,MAR,2013,8.43462085723877
Mozambique,MOZ,1996,0.967228353023529
Mozambique,MOZ,2002,1.2577331066131592
Mozambique,MOZ,2008,1.5888742208480835
Mozambique,MOZ,2014,1.7570163011550903
Mozambique,MOZ,2019,1.4392448663711548
Mozambique,MOZ,2022,1.478180170059204
Myanmar,MMR,2015,4.740971088409424
Myanmar,MMR,2017,5.439877510070801
Namibia,NAM,1993,2.0789029598236084
Namibia,NAM,2003,3.172065258026123
Namibia,NAM,2009,3.8540260791778564
Namibia,NAM,2015,6.2053961753845215
Nauru,NRU,2012,6.2721967697143555
Nepal,NPL,1984,1.8242101669311523
Nepal,NPL,1995,2.183763265609741
Nepal,NPL,2003,2.7253034114837646
Nepal,NPL,2010,4.529760837554932
Nepal,NPL,2022,8.03238296508789
Netherlands,NLD,1983,34.64287185668945
Netherlands,NLD,1987,38.26066207885742
Netherlands,NLD,1990,44.95389175415039
Netherlands,NLD,1993,42.88380432128906
Netherlands,NLD,1999,50.59572219848633
Netherlands,NLD,2004,51.2026481628418
Netherlands,NLD,2005,51.816368103027344
Netherlands,NLD,2006,54.03468704223633
Netherlands,NLD,2007,57.12459182739258
Netherlands,NLD,2008,57.57035827636719
Netherlands,NLD,2009,57.954803466796875
Netherlands,NLD,2010,57.365848541259766
Netherlands,NLD,2011,56.61012268066406
Netherlands,NLD,2012,55.72444534301758
Netherlands,NLD,2013,54.24892807006836
Netherlands,NLD,2014,54.718017578125
Netherlands,NLD,2015,58.322715759277344
Netherlands,NLD,2016,60.85020446777344
Netherlands,NLD,2017,60.739131927490234
Netherlands,NLD,2018,61.50984573364258
Netherlands,NLD,2019,62.94480514526367
Netherlands,NLD,2020,68.07105255126953
Netherlands,NLD,2021,69.08614349365234
Nicaragua,NIC,1993,3.2297515869140625
Nicaragua,NIC,1998,4.210798263549805
Nicaragua,NIC,2001,4.945442199707031
Nicaragua,NIC,2005,6.1068644523620605
Nicaragua,NIC,2009,6.589367866516113
Nicaragua,NIC,2014,8.900501251220703
Niger,NER,1992,1.4986059665679932
Niger,NER,1994,1.2160673141479492
Niger,NER,2005,1.4541326761245728
Niger,NER,2007,1.637078881263733
Niger,NER,2011,2.332507848739624
Niger,NER,2014,2.5107967853546143
Niger,NER,2018,2.6608617305755615
Niger,NER,2021,2.661580801010132
Nigeria,NGA,1985,2.941423177719116
Nigeria,NGA,1992,2.6705238819122314
Nigeria,NGA,1996,2.3408796787261963
Nigeria,NGA,2003,2.9403767585754395
Nigeria,NGA,2010,3.624192714691162
Nigeria,NGA,2012,3.689516305923462
Nigeria,NGA,2015,3.804276943206787
Nigeria,NGA,2018,3.878941774368286
Nigeria,NGA,2022,3.387324810028076
North America (WB),WB_NA,1990,51.79999923706055
North America (WB),WB_NA,1991,51.599998474121094
North America (WB),WB_NA,1992,51.400001525878906
North America (WB),WB_NA,1993,50.599998474121094
North America (WB),WB_NA,1994,51.5
North America (WB),WB_NA,1995,52
North America (WB),WB_NA,1996,52
North America (WB),WB_NA,1997,53.29999923706055
North America (WB),WB_NA,1998,55.70000076293945
North America (WB),WB_NA,1999,56.70000076293945
North America (WB),WB_NA,2000,57.20000076293945
North America (WB),WB_NA,2001,57.20000076293945
North America (WB),WB_NA,2002,57.900001525878906
North America (WB),WB_NA,2003,58.099998474121094
North America (WB),WB_NA,2004,57.79999923706055
North America (WB),WB_NA,2005,58.29999923706055
North America (WB),WB_NA,2006,59
North America (WB),WB_NA,2007,59.599998474121094
North America (WB),WB_NA,2008,58.29999923706055
North America (WB),WB_NA,2009,58.900001525878906
North America (WB),WB_NA,2010,58.20000076293945
North America (WB),WB_NA,2011,58
North America (WB),WB_NA,2012,58.400001525878906
North America (WB),WB_NA,2013,58.20000076293945
North America (WB),WB_NA,2014,57
North America (WB),WB_NA,2015,59.599998474121094
North America (WB),WB_NA,2016,62.599998474121094
North America (WB),WB_NA,2017,63.79999923706055
North America (WB),WB_NA,2018,65.5999984741211
North America (WB),WB_NA,2019,69.5
North America (WB),WB_NA,2020,73.0999984741211
North America (WB),WB_NA,2021,72.5999984741211
North America (WB),WB_NA,2022,67.4000015258789
North America (WB),WB_NA,2023,68.9000015258789
North America (WB),WB_NA,2024,70.5999984741211
North America (WB),WB_NA,2025,71.5999984741211
North America (WB),WB_NA,2026,72.69999694824219
North Macedonia,MKD,2009,9.470080375671387
North Macedonia,MKD,2010,10.183417320251465
North Macedonia,MKD,2011,10.149068832397461
North Macedonia,MKD,2012,10.53036880493164
North Macedonia,MKD,2013,10.552680969238281
North Macedonia,MKD,2014,11.40756893157959
North Macedonia,MKD,2015,11.99359130859375
North Macedonia,MKD,2016,13.093310356140137
North Macedonia,MKD,2017,13.835870742797852
North Macedonia,MKD,2018,14.282374382019043
North Macedonia,MKD,2019,15.519641876220703
Norway,NOR,1979,28.89456558227539
Norway,NOR,1986,40.02515411376953
Norway,NOR,1991,42.27117156982422
Norway,NOR,1995,42.518035888671875
Norway,NOR,2000,50.34515380859375
Norway,NOR,2003,53.80463409423828
Norway,NOR,2004,53.79930877685547
Norway,NOR,2005,55.89902114868164
Norway,NOR,2006,58.26986312866211
Norway,NOR,2007,62.595680236816406
Norway,NOR,2008,65.47708129882812
Norway,NOR,2009,66.3779525756836
Norway,NOR,2010,67.0545883178711
Norway,NOR,2011,71.22172546386719
Norway,NOR,2012,72.44835662841797
Norway,NOR,2013,75.04144287109375
Norway,NOR,2014,76.31051635742188
Norway,NOR,2015,76.5587158203125
Norway,NOR,2016,75.84468841552734
Norway,NOR,2017,75.64949035644531
Norway,NOR,2018,75.04798889160156
Norway,NOR,2019,76.91650390625
Norway,NOR,2020,74.24742889404297
Norway,NOR,2021,75.52671813964844
Norway,NOR,2022,75.873291015625
Norway,NOR,2023,77.75591278076172
Pakistan,PAK,1987,1.8522030115127563
Pakistan,PAK,1990,1.93034029006958
Pakistan,PAK,1996,3.155524730682373
Pakistan,PAK,1998,2.993452310562134
Pakistan,PAK,2001,2.795191764831543
Pakistan,PAK,2004,3.3107001781463623
Pakistan,PAK,2005,3.3117988109588623
Pakistan,PAK,2007,3.536452054977417
Pakistan,PAK,2010,3.871169090270996
Pakistan,PAK,2011,3.905681848526001
Pakistan,PAK,2013,4.231390476226807
Pakistan,PAK,2015,4.457215785980225
Pakistan,PAK,2018,4.446398735046387
Pakistan,PAK,2024,4.322208881378174
Palestine,PSE,2004,10.822409629821777
Palestine,PSE,2005,11.266829490661621
Palestine,PSE,2006,11.345794677734375
Palestine,PSE,2007,10.386618614196777
Palestine,PSE,2009,11.761087417602539
Palestine,PSE,2010,11.7260103225708
Palestine,PSE,2011,11.901494026184082
Palestine,PSE,2016,11.977675437927246
Palestine,PSE,2023,12.048258781433105
Panama,PAN,1979,7.946476936340332
Panama,PAN,1989,6.156668186187744
Panama,PAN,1991,6.51416015625
Panama,PAN,1995,8.497579574584961
Panama,PAN,1997,8.398921966552734
Panama,PAN,1998,8.268877029418945
Panama,PAN,1999,8.791229248046875
Panama,PAN,2000,9.177066802978516
Panama,PAN,2001,8.189102172851562
Panama,PAN,2002,8.763781547546387
Panama,PAN,2003,8.989044189453125
Panama,PAN,2004,9.372481346130371
Panama,PAN,2005,9.421361923217773
Panama,PAN,2006,9.448232650756836
Panama,PAN,2007,10.452726364135742
Panama,PAN,2008,12.469670295715332
Panama,PAN,2009,12.555808067321777
Panama,PAN,2010,13.101847648620605
Panama,PAN,2011,14.52607250213623
Panama,PAN,2012,14.633171081542969
Panama,PAN,2013,15.318977355957031
Panama,PAN,2014,15.862287521362305
Panama,PAN,2015,17.006641387939453
Panama,PAN,2016,18.02307891845703
Panama,PAN,2017,18.4639892578125
Panama,PAN,2018,19.4278507232666
Panama,PAN,2019,19.816234588623047
Panama,PAN,2021,17.409513473510742
Panama,PAN,2023,17.89566993713379
Panama,PAN,2024,18.57639503479004
Papua New Guinea,PNG,1996,2.2158870697021484
Papua New Guinea,PNG,2009,2.8941173553466797
Paraguay,PRY,1990,12.009540557861328
Paraguay,PRY,1995,8.4700288772583
Paraguay,PRY,1997,10.088560104370117
Paraguay,PRY,1999,8.94476318359375
Paraguay,PRY,2001,9.151673316955566
Paraguay,PRY,2002,6.948572635650635
Paraguay,PRY,2003,8.068450927734375
Paraguay,PRY,2004,8.247721672058105
Paraguay,PRY,2005,8.938895225524902
Paraguay,PRY,2006,8.217413902282715
Paraguay,PRY,2007,8.826330184936523
Paraguay,PRY,2008,9.44151496887207
Paraguay,PRY,2009,9.765939712524414
Paraguay,PRY,2010,10.27961254119873
Paraguay,PRY,2011,11.040261268615723
Paraguay,PRY,2012,12.188151359558105
Paraguay,PRY,2013,12.95382308959961
Paraguay,PRY,2014,13.273674964904785
Paraguay,PRY,2015,13.225512504577637
Paraguay,PRY,2016,12.654115676879883
Paraguay,PRY,2017,13.08574104309082
Paraguay,PRY,2018,13.823710441589355
Paraguay,PRY,2019,14.014533996582031
Paraguay,PRY,2020,12.938469886779785
Paraguay,PRY,2021,13.090520858764648
Paraguay,PRY,2022,13.442338943481445
Paraguay,PRY,2023,14.33149242401123
Paraguay,PRY,2024,14.921974182128906
Peru,PER,1997,5.6731672286987305
Peru,PER,1998,5.6476850509643555
Peru,PER,1999,5.5732598304748535
Peru,PER,2000,5.661218166351318
Peru,PER,2001,5.382979393005371
Peru,PER,2002,5.967267990112305
Peru,PER,2003,6.068856239318848
Peru,PER,2004,6.07790470123291
Peru,PER,2005,5.751791954040527
Peru,PER,2006,6.533480644226074
Peru,PER,2007,7.414462089538574
Peru,PER,2008,8.131091117858887
Peru,PER,2009,8.432683944702148
Peru,PER,2010,9.091337203979492
Peru,PER,2011,9.673933029174805
Peru,PER,2012,10.25528335571289
Peru,PER,2013,10.354706764221191
Peru,PER,2014,10.495491027832031
Peru,PER,2015,10.48337173461914
Peru,PER,2016,10.813939094543457
Peru,PER,2017,10.720314025878906
Peru,PER,2018,11.066180229187012
Peru,PER,2019,11.370383262634277
Peru,PER,2020,8.608078956604004
Peru,PER,2021,10.001399040222168
Peru,PER,2022,10.239175796508789
Peru,PER,2023,10.2516450881958
Peru,PER,2024,10.66965389251709
Philippines,PHL,1985,3.3618662357330322
Philippines,PHL,1988,3.487494945526123
Philippines,PHL,1991,3.576180934906006
Philippines,PHL,1994,3.705331802368164
Philippines,PHL,1997,4.366289138793945
Philippines,PHL,2000,4.318514347076416
Philippines,PHL,2003,4.536902904510498
Philippines,PHL,2006,4.497262477874756
Philippines,PHL,2009,4.802672386169434
Philippines,PHL,2012,4.699114799499512
Philippines,PHL,2015,5.195366382598877
Philippines,PHL,2018,5.677327632904053
Philippines,PHL,2021,5.337477684020996
Philippines,PHL,2023,5.6674981117248535
Poland,POL,1985,14.650275230407715
Poland,POL,1986,14.821107864379883
Poland,POL,1987,14.870644569396973
Poland,POL,1989,21.25470542907715
Poland,POL,1992,15.738463401794434
Poland,POL,1995,12.502580642700195
Poland,POL,1999,15.289042472839355
Poland,POL,2004,15.726754188537598
Poland,POL,2005,16.881898880004883
Poland,POL,2006,18.267879486083984
Poland,POL,2007,20.445693969726562
Poland,POL,2008,22.271284103393555
Poland,POL,2009,22.773401260375977
Poland,POL,2010,23.312692642211914
Poland,POL,2011,23.542224884033203
Poland,POL,2012,23.49490737915039
Poland,POL,2013,24.13486671447754
Poland,POL,2014,24.98543930053711
Poland,POL,2015,26.683643341064453
Poland,POL,2016,27.8395938873291
Poland,POL,2017,29.50967025756836
Poland,POL,2018,31.315689086914062
Poland,POL,2019,34.72205352783203
Poland,POL,2020,35.98564529418945
Poland,POL,2021,37.9690055847168
Poland,POL,2022,38.237754821777344
Poland,POL,2023,38.83917236328125
Portugal,PRT,2003,25.169389724731445
Portugal,PRT,2004,25.63971710205078
Portugal,PRT,2005,25.34906005859375
Portugal,PRT,2006,25.888782501220703
Portugal,PRT,2007,27.18889045715332
Portugal,PRT,2008,27.126317977905273
Portugal,PRT,2009,28.634475708007812
Portugal,PRT,2010,27.56389808654785
Portugal,PRT,2011,26.198978424072266
Portugal,PRT,2012,25.174898147583008
Portugal,PRT,2013,25.3592529296875
Portugal,PRT,2014,26.105878829956055
Portugal,PRT,2015,27.32013702392578
Portugal,PRT,2016,27.69410514831543
Portugal,PRT,2017,28.277074813842773
Portugal,PRT,2018,29.97772789001465
Portugal,PRT,2019,32.541725158691406
Portugal,PRT,2020,32.881893157958984
Portugal,PRT,2021,32.33348846435547
Portugal,PRT,2022,32.20155715942383
Portugal,PRT,2023,33.67691421508789
Qatar,QAT,2017,73.36469268798828
Romania,ROU,1989,17.787334442138672
Romania,ROU,1992,11.584916114807129
Romania,ROU,1994,4.741743564605713
Romania,ROU,1995,8.922782897949219
Romania,ROU,1997,8.191436767578125
Romania,ROU,2006,8.922110557556152
Romania,ROU,2007,9.825952529907227
Romania,ROU,2008,11.177726745605469
Romania,ROU,2009,11.545228958129883
Romania,ROU,2010,11.233384132385254
Romania,ROU,2011,10.40479564666748
Romania,ROU,2012,10.550687789916992
Romania,ROU,2013,10.619046211242676
Romania,ROU,2014,11.513429641723633
Romania,ROU,2015,12.310565948486328
Romania,ROU,2016,14.135849952697754
Romania,ROU,2017,17.37639617919922
Romania,ROU,2018,19.043222427368164
Romania,ROU,2019,21.45604133605957
Romania,ROU,2020,23.887807846069336
Romania,ROU,2021,26.15801429748535
Romania,ROU,2022,27.770442962646484
Romania,ROU,2023,29.852415084838867
Russia,RUS,1993,11.13068962097168
Russia,RUS,1996,11.194725036621094
Russia,RUS,1997,11.281386375427246
Russia,RUS,1998,10.186704635620117
Russia,RUS,1999,8.21184253692627
Russia,RUS,2000,9.02166748046875
Russia,RUS,2001,10.099348068237305
Russia,RUS,2002,10.998625755310059
Russia,RUS,2003,11.636038780212402
Russia,RUS,2004,12.510394096374512
Russia,RUS,2005,13.40041446685791
Russia,RUS,2006,14.746940612792969
Russia,RUS,2007,16.558481216430664
Russia,RUS,2008,18.472270965576172
Russia,RUS,2009,18.181121826171875
Russia,RUS,2010,19.6982421875
Russia,RUS,2011,20.308820724487305
Russia,RUS,2012,20.963125228881836
Russia,RUS,2013,21.299551010131836
Russia,RUS,2014,21.344446182250977
Russia,RUS,2015,20.277620315551758
Russia,RUS,2016,20.147491455078125
Russia,RUS,2017,19.89100456237793
Russia,RUS,2018,20.084056854248047
Russia,RUS,2019,20.839460372924805
Russia,RUS,2020,20.29210090637207
Rwanda,RWA,2000,1.493308424949646
Rwanda,RWA,2005,1.8001627922058105
Rwanda,RWA,2010,2.0849270820617676
Rwanda,RWA,2013,2.3160905838012695
Rwanda,RWA,2016,2.3547332286834717
Rwanda,RWA,2023,3.510244846343994
Rwanda (rural),,1984,2.2025463581085205
Saint Lucia,LCA,1995,3.517956256866455
Saint Lucia,LCA,2015,16.991111755371094
Samoa,WSM,2002,8.008149147033691
Samoa,WSM,2008,8.383284568786621
Samoa,WSM,2013,8.376179695129395
Sao Tome and Principe,STP,2000,5.121592998504639
Sao Tome and Principe,STP,2010,4.779825687408447
Sao Tome and Principe,STP,2017,5.9663472175598145
Senegal,SEN,1991,1.4694859981536865
Senegal,SEN,1994,2.052649974822998
Senegal,SEN,2001,2.330082893371582
Senegal,SEN,2005,2.823756456375122
Senegal,SEN,2011,2.8184895515441895
Senegal,SEN,2018,5.00053596496582
Senegal,SEN,2021,5.035617828369141
Serbia,SRB,2012,12.62792682647705
Serbia,SRB,2013,11.790325164794922
Serbia,SRB,2014,11.866238594055176
Serbia,SRB,2015,12.006704330444336
Serbia,SRB,2016,12.730735778808594
Serbia,SRB,2017,13.117303848266602
Serbia,SRB,2018,14.75483226776123
Serbia,SRB,2019,16.71002769470215
Serbia,SRB,2020,17.756826400756836
Serbia,SRB,2021,18.55736541748047
Serbia,SRB,2022,19.18080711364746
Serbia,SRB,2023,21.05752944946289
Seychelles,SYC,1999,15.683152198791504
Seychelles,SYC,2006,14.180898666381836
Seychelles,SYC,2013,17.164714813232422
Seychelles,SYC,2018,21.00099754333496
Sierra Leone,SLE,2003,2.0190393924713135
Sierra Leone,SLE,2011,2.8493311405181885
Sierra Leone,SLE,2018,3.3586533069610596
Slovakia,SVK,1992,16.23885726928711
Slovakia,SVK,1996,16.42486572265625
Slovakia,SVK,2004,17.035259246826172
Slovakia,SVK,2005,18.477001190185547
Slovakia,SVK,2006,20.785457611083984
Slovakia,SVK,2007,21.780410766601562
Slovakia,SVK,2008,22.3166561126709
Slovakia,SVK,2009,23.565214157104492
Slovakia,SVK,2010,24.26174545288086
Slovakia,SVK,2011,25.539554595947266
Slovakia,SVK,2012,23.689416885375977
Slovakia,SVK,2013,23.82858657836914
Slovakia,SVK,2014,24.02691078186035
Slovakia,SVK,2015,24.209932327270508
Slovakia,SVK,2016,24.900846481323242
Slovakia,SVK,2017,25.840728759765625
Slovakia,SVK,2018,26.865724563598633
Slovakia,SVK,2019,27.839065551757812
Slovakia,SVK,2020,26.846567153930664
Slovakia,SVK,2021,26.3953857421875
Slovakia,SVK,2022,24.71271324157715
Slovakia,SVK,2023,24.462392807006836
Slovenia,SVN,1987,39.51966857910156
Slovenia,SVN,1993,22.250164031982422
Slovenia,SVN,1997,27.28973388671875
Slovenia,SVN,1999,27.4145565032959
Slovenia,SVN,2004,33.83659362792969
Slovenia,SVN,2005,35.13933563232422
Slovenia,SVN,2006,36.437992095947266
Slovenia,SVN,2007,38.382080078125
Slovenia,SVN,2008,39.630775451660156
Slovenia,SVN,2009,39.604042053222656
Slovenia,SVN,2010,39.75716018676758
Slovenia,SVN,2011,39.53035354614258
Slovenia,SVN,2012,37.759830474853516
Slovenia,SVN,2013,37.43130874633789
Slovenia,SVN,2014,38.39094161987305
Slovenia,SVN,2015,38.75214385986328
Slovenia,SVN,2016,40.01268768310547
Slovenia,SVN,2017,40.81089401245117
Slovenia,SVN,2018,42.97985076904297
Slovenia,SVN,2019,44.281612396240234
Slovenia,SVN,2020,46.3138313293457
Slovenia,SVN,2021,48.69834899902344
Slovenia,SVN,2022,48.35214614868164
Slovenia,SVN,2023,49.23566818237305
Solomon Islands,SLB,2005,2.3558502197265625
Solomon Islands,SLB,2012,3.4307944774627686
South Africa,ZAF,1993,3.5070629119873047
South Africa,ZAF,2000,3.185121536254883
South Africa,ZAF,2005,3.7366530895233154
South Africa,ZAF,2008,4.190742015838623
South Africa,ZAF,2010,5.260122299194336
South Africa,ZAF,2014,5.1963605880737305
South Africa,ZAF,2022,6.557968616485596
South Asia (WB),WB_SA,1990,3.0199999809265137
South Asia (WB),WB_SA,1991,3.0199999809265137
South Asia (WB),WB_SA,1992,3.0399999618530273
South Asia (WB),WB_SA,1993,3.059999942779541
South Asia (WB),WB_SA,1994,3.0799999237060547
South Asia (WB),WB_SA,1995,3.0999999046325684
South Asia (WB),WB_SA,1996,3.0999999046325684
South Asia (WB),WB_SA,1997,3.0999999046325684
South Asia (WB),WB_SA,1998,3.0999999046325684
South Asia (WB),WB_SA,1999,3.119999885559082
South Asia (WB),WB_SA,2000,3.119999885559082
South Asia (WB),WB_SA,2001,3.119999885559082
South Asia (WB),WB_SA,2002,3.119999885559082
South Asia (WB),WB_SA,2003,3.140000104904175
South Asia (WB),WB_SA,2004,3.1600000858306885
South Asia (WB),WB_SA,2005,3.2200000286102295
South Asia (WB),WB_SA,2006,3.299999952316284
South Asia (WB),WB_SA,2007,3.4000000953674316
South Asia (WB),WB_SA,2008,3.440000057220459
South Asia (WB),WB_SA,2009,3.5399999618530273
South Asia (WB),WB_SA,2010,3.700000047683716
South Asia (WB),WB_SA,2011,3.859999895095825
South Asia (WB),WB_SA,2012,3.9800000190734863
South Asia (WB),WB_SA,2013,4.099999904632568
South Asia (WB),WB_SA,2014,4.260000228881836
South Asia (WB),WB_SA,2015,4.420000076293945
South Asia (WB),WB_SA,2016,4.619999885559082
South Asia (WB),WB_SA,2017,4.820000171661377
South Asia (WB),WB_SA,2018,5
South Asia (WB),WB_SA,2019,5.150000095367432
South Asia (WB),WB_SA,2020,5.050000190734863
South Asia (WB),WB_SA,2021,5.25
South Asia (WB),WB_SA,2022,5.5
South Asia (WB),WB_SA,2023,5.75
South Asia (WB),WB_SA,2024,6
South Asia (WB),WB_SA,2025,6.25
South Asia (WB),WB_SA,2026,6.449999809265137
South Korea,KOR,2006,33.643985748291016
South Korea,KOR,2008,34.3122444152832
South Korea,KOR,2010,34.885093688964844
South Korea,KOR,2012,37.30855941772461
South Korea,KOR,2014,38.8882942199707
South Korea,KOR,2016,44.769264221191406
South Korea,KOR,2017,46.5333251953125
South Korea,KOR,2018,47.83903503417969
South Korea,KOR,2019,49.87660598754883
South Korea,KOR,2020,51.6143913269043
South Korea,KOR,2021,54.25146484375
South Sudan,SSD,2009,3.422701597213745
South Sudan,SSD,2016,1.6545435190200806
Spain,ESP,1980,19.36347007751465
Spain,ESP,1985,18.8017635345459
Spain,ESP,1990,25.424097061157227
Spain,ESP,1993,27.45754051208496
Spain,ESP,1994,27.767532348632812
Spain,ESP,1995,27.117603302001953
Spain,ESP,1996,27.384187698364258
Spain,ESP,1997,29.002517700195312
Spain,ESP,1998,31.072805404663086
Spain,ESP,1999,32.99973678588867
Spain,ESP,2000,34.68492126464844
Spain,ESP,2003,37.64997100830078
Spain,ESP,2004,36.89436721801758
Spain,ESP,2005,38.688236236572266
Spain,ESP,2006,38.46689987182617
Spain,ESP,2007,45.3248405456543
Spain,ESP,2008,46.45552444458008
Spain,ESP,2009,45.988067626953125
Spain,ESP,2010,43.090091705322266
Spain,ESP,2011,41.7613525390625
Spain,ESP,2012,40.14624786376953
Spain,ESP,2013,39.104705810546875
Spain,ESP,2014,39.22650909423828
Spain,ESP,2015,40.256290435791016
Spain,ESP,2016,42.00776672363281
Spain,ESP,2017,42.57640075683594
Spain,ESP,2018,42.36910629272461
Spain,ESP,2019,45.10606002807617
Spain,ESP,2020,45.07493209838867
Spain,ESP,2021,46.30863571166992
Spain,ESP,2022,46.33879089355469
Spain,ESP,2023,47.304283142089844
Sri Lanka,LKA,1985,4.075623512268066
Sri Lanka,LKA,1990,4.177825927734375
Sri Lanka,LKA,1995,4.308536052703857
Sri Lanka,LKA,2002,4.7070417404174805
Sri Lanka,LKA,2006,5.593585968017578
Sri Lanka,LKA,2009,5.997145652770996
Sri Lanka,LKA,2012,6.550516605377197
Sri Lanka,LKA,2016,7.533782005310059
Sri Lanka,LKA,2019,7.905758380889893
Sub-Saharan Africa (WB),WB_SSA,1990,2.299999952316284
Sub-Saharan Africa (WB),WB_SSA,1991,2.2200000286102295
Sub-Saharan Africa (WB),WB_SSA,1992,2.1600000858306885
Sub-Saharan Africa (WB),WB_SSA,1993,2.140000104904175
Sub-Saharan Africa (WB),WB_SSA,1994,2.119999885559082
Sub-Saharan Africa (WB),WB_SSA,1995,2.140000104904175
Sub-Saharan Africa (WB),WB_SSA,1996,2.180000066757202
Sub-Saharan Africa (WB),WB_SSA,1997,2.200000047683716
Sub-Saharan Africa (WB),WB_SSA,1998,2.2200000286102295
Sub-Saharan Africa (WB),WB_SSA,1999,2.240000009536743
Sub-Saharan Africa (WB),WB_SSA,2000,2.2799999713897705
Sub-Saharan Africa (WB),WB_SSA,2001,2.359999895095825
Sub-Saharan Africa (WB),WB_SSA,2002,2.4000000953674316
Sub-Saharan Africa (WB),WB_SSA,2003,2.4600000381469727
Sub-Saharan Africa (WB),WB_SSA,2004,2.5999999046325684
Sub-Saharan Africa (WB),WB_SSA,2005,2.680000066757202
Sub-Saharan Africa (WB),WB_SSA,2006,2.740000009536743
Sub-Saharan Africa (WB),WB_SSA,2007,2.819999933242798
Sub-Saharan Africa (WB),WB_SSA,2008,2.9000000953674316
Sub-Saharan Africa (WB),WB_SSA,2009,2.9200000762939453
Sub-Saharan Africa (WB),WB_SSA,2010,3.0399999618530273
Sub-Saharan Africa (WB),WB_SSA,2011,3.0999999046325684
Sub-Saharan Africa (WB),WB_SSA,2012,3.1600000858306885
Sub-Saharan Africa (WB),WB_SSA,2013,3.240000009536743
Sub-Saharan Africa (WB),WB_SSA,2014,3.2799999713897705
Sub-Saharan Africa (WB),WB_SSA,2015,3.2799999713897705
Sub-Saharan Africa (WB),WB_SSA,2016,3.299999952316284
Sub-Saharan Africa (WB),WB_SSA,2017,3.3399999141693115
Sub-Saharan Africa (WB),WB_SSA,2018,3.359999895095825
Sub-Saharan Africa (WB),WB_SSA,2019,3.380000114440918
Sub-Saharan Africa (WB),WB_SSA,2020,3.240000009536743
Sub-Saharan Africa (WB),WB_SSA,2021,3.2200000286102295
Sub-Saharan Africa (WB),WB_SSA,2022,3.240000009536743
Sub-Saharan Africa (WB),WB_SSA,2023,3.240000009536743
Sub-Saharan Africa (WB),WB_SSA,2024,3.2799999713897705
Sub-Saharan Africa (WB),WB_SSA,2025,3.3399999141693115
Sub-Saharan Africa (WB),WB_SSA,2026,3.4000000953674316
Sudan,SDN,2009,6.093969821929932
